timestamp_unix,market_id,horse_id,last_traded_price,traded_volume,in_play,trades
1431517327499,1.118771361,7401388,0.0,0.0,False,[]
1431517327499,1.118771361,3415981,0.0,0.0,False,[]
1431517327499,1.118771361,5105924,0.0,0.0,False,[]
1431517327499,1.118771361,7560122,0.0,0.0,False,[]
1431517327499,1.118771361,8421889,0.0,0.0,False,[]
1431517327499,1.118771361,5465145,0.0,0.0,False,[]
1431517329141,1.118771361,7401388,0.0,0.0,False,[]
1431517329141,1.118771361,3415981,0.0,0.0,False,[]
1431517329141,1.118771361,5105924,0.0,0.0,False,[]
1431517329141,1.118771361,7560122,0.0,0.0,False,[]
1431517329141,1.118771361,8421889,0.0,0.0,False,[]
1431517329141,1.118771361,5465145,0.0,0.0,False,[]
1431517329444,1.118771361,7401388,0.0,0.0,False,[]
1431517329444,1.118771361,3415981,0.0,0.0,False,[]
1431517329444,1.118771361,5105924,0.0,0.0,False,[]
1431517329444,1.118771361,7560122,0.0,0.0,False,[]
1431517329444,1.118771361,8421889,0.0,0.0,False,[]
1431517329444,1.118771361,5465145,0.0,0.0,False,[]
1431517329712,1.118771361,7401388,0.0,0.0,False,[]
1431517329712,1.118771361,3415981,0.0,0.0,False,[]
1431517329712,1.118771361,5105924,0.0,0.0,False,[]
1431517329712,1.118771361,7560122,0.0,0.0,False,[]
1431517329712,1.118771361,8421889,0.0,0.0,False,[]
1431517329712,1.118771361,5465145,0.0,0.0,False,[]
1431517329922,1.118771361,7401388,0.0,0.0,False,[]
1431517329922,1.118771361,3415981,0.0,0.0,False,[]
1431517329922,1.118771361,5105924,0.0,0.0,False,[]
1431517329922,1.118771361,7560122,0.0,0.0,False,[]
1431517329922,1.118771361,8421889,0.0,0.0,False,[]
1431517329922,1.118771361,5465145,0.0,0.0,False,[]
1431517661931,1.118771361,5105924,0.0,0.0,False,[]
1431517662252,1.118771361,8421889,0.0,0.0,False,[]
1431517662570,1.118771361,7560122,0.0,0.0,False,[]
1431517662889,1.118771361,5465145,0.0,0.0,False,[]
1431517663098,1.118771361,3415981,0.0,0.0,False,[]
1431517663259,1.118771361,7401388,0.0,0.0,False,[]
1431517714629,1.118771361,5105924,0.0,0.0,False,[]
1431517714937,1.118771361,8421889,0.0,0.0,False,[]
1431517715254,1.118771361,7560122,0.0,0.0,False,[]
1431517715554,1.118771361,5465145,0.0,0.0,False,[]
1431517715823,1.118771361,3415981,0.0,0.0,False,[]
1431517716092,1.118771361,7401388,0.0,0.0,False,[]
1431517742404,1.118771361,7401388,0.0,0.0,False,[]
1431517742404,1.118771361,3415981,0.0,0.0,False,[]
1431517742404,1.118771361,5105924,0.0,0.0,False,[]
1431517742404,1.118771361,7560122,0.0,0.0,False,[]
1431517742404,1.118771361,8421889,0.0,0.0,False,[]
1431517742404,1.118771361,5465145,0.0,0.0,False,[]
1431519251896,1.118771361,7401388,0.0,0.0,False,[]
1431519251896,1.118771361,3415981,0.0,0.0,False,[]
1431519251896,1.118771361,5105924,0.0,0.0,False,[]
1431519251896,1.118771361,7560122,0.0,0.0,False,[]
1431519251896,1.118771361,8421889,0.0,0.0,False,[]
1431519251896,1.118771361,5465145,0.0,0.0,False,[]
1431520458035,1.118771361,7401388,0.0,0.0,False,[]
1431520458035,1.118771361,3415981,0.0,0.0,False,[]
1431520458035,1.118771361,5105924,0.0,0.0,False,[]
1431520458035,1.118771361,7560122,0.0,0.0,False,[]
1431520458035,1.118771361,8421889,0.0,0.0,False,[]
1431520458035,1.118771361,5465145,0.0,0.0,False,[]
1431520458189,1.118771361,7401388,0.0,0.0,False,[]
1431520458189,1.118771361,3415981,0.0,0.0,False,[]
1431520458189,1.118771361,5105924,0.0,0.0,False,[]
1431520458189,1.118771361,7560122,0.0,0.0,False,[]
1431520458189,1.118771361,8421889,0.0,0.0,False,[]
1431520458189,1.118771361,5465145,0.0,0.0,False,[]
1431522851960,1.118771361,7401388,0.0,0.0,False,[]
1431522851960,1.118771361,3415981,0.0,0.0,False,[]
1431522851960,1.118771361,5105924,0.0,0.0,False,[]
1431522851960,1.118771361,7560122,0.0,0.0,False,[]
1431522851960,1.118771361,8421889,0.0,0.0,False,[]
1431522851960,1.118771361,5465145,0.0,0.0,False,[]
1431526451989,1.118771361,7401388,0.0,0.0,False,[]
1431526451989,1.118771361,3415981,0.0,0.0,False,[]
1431526451989,1.118771361,5105924,0.0,0.0,False,[]
1431526451989,1.118771361,7560122,0.0,0.0,False,[]
1431526451989,1.118771361,8421889,0.0,0.0,False,[]
1431526451989,1.118771361,5465145,0.0,0.0,False,[]
1431527883796,1.118771361,7401388,0.0,0.0,False,[]
1431527883796,1.118771361,3415981,0.0,0.0,False,[]
1431527883796,1.118771361,5105924,0.0,0.0,False,[]
1431527883796,1.118771361,7560122,0.0,0.0,False,[]
1431527883796,1.118771361,8421889,0.0,0.0,False,[]
1431527883796,1.118771361,5465145,0.0,0.0,False,[]
1431527884170,1.118771361,5105924,0.0,0.0,False,[]
1431527884170,1.118771361,7560122,0.0,0.0,False,[]
1431527884170,1.118771361,8421889,0.0,0.0,False,[]
1431529931388,1.118771361,7401388,0.0,0.0,False,[]
1431529931388,1.118771361,3415981,0.0,0.0,False,[]
1431529931388,1.118771361,5105924,0.0,0.0,False,[]
